o_zone_id,d_zone_id,distance,node_sequence,link_sequence
1000046,1000015,59867.98,1000046;1500302;1500301;1500290;1500274;1500299;1500279;1500286;1500292;1500305;1500283;1500295;1500297;1500277;1500268;1500270;1500288;1500272;1500281;1000015,1000964;1000273;1000274;1000275;1000276;1000277;1000278;1000279;1000280;1000281;1000282;1000283;1000284;1000285;1000286;1000287;1000288;1000289;1000923
1000046,1000016,42862.61,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1500198;1500208;1000016,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000210;1000211;1000777
1000046,1000017,50715.34,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1500198;1500208;1500229;1500232;1000037;1500374;1500367;1000017,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000210;1000211;1000212;1000213;1000825;1001108;1000361;1001095
1000046,1000018,31707.75,1000046;1500243;1500241;1500219;1500201;1000008;1500097;1500098;1500110;1500102;1000018,1000846;1000200;1000201;1000202;1000763;1000554;1000104;1000105;1000106;1000565
1000046,1000019,41710.10,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1000025;1500088;1500093;1500085;1000019,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000805;1000536;1000080;1000081;1000531
1000046,1000020,5852.30,1000046;1500265;1500254;1000020,1000890;1000249;1000869
1000046,1000021,24856.82,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1000021,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000793
1000046,1000022,53865.92,1000046;1500302;1500301;1500290;1500274;1500299;1500279;1500286;1500292;1500305;1500283;1500295;1500297;1500277;1500268;1500270;1500288;1000022,1000964;1000273;1000274;1000275;1000276;1000277;1000278;1000279;1000280;1000281;1000282;1000283;1000284;1000285;1000286;1000287;1000937
1000046,1000023,9853.06,1000046;1500243;1500241;1500219;1000023,1000846;1000200;1000201;1000799
1000046,1000024,50713.74,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1500160;1500148;1000024,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000125;1000126;1000657
1000046,1000025,28857.77,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1000025,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000805
1000046,1000026,36860.70,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811
1000046,1000027,80573.81,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1000025;1500088;1500093;1000050;1500356;1500344;1500348;1500351;1500339;1500334;1500336;1500345;1500338;1500341;1500340;1500355;1500353;1500354;1500347;1000027,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000805;1000536;1000080;1000547;1001072;1000324;1000325;1000326;1000327;1000328;1000329;1000330;1000331;1000332;1000333;1000334;1000335;1000336;1000338;1001055
1000046,1000028,20854.63,1000046;1500265;1500254;1500266;1500259;1000028,1000890;1000249;1000250;1000251;1000879
1000046,1000029,42860.79,1000046;1500302;1500301;1500290;1500274;1500299;1500279;1500286;1500292;1500305;1500283;1500295;1000029,1000964;1000273;1000274;1000275;1000276;1000277;1000278;1000279;1000280;1000281;1000282;1000951
1000046,1000030,44863.60,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1500198;1500208;1500229;1000030,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000210;1000211;1000212;1000819
1000046,1000031,66567.03,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1000031,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000677
1000046,1000032,29707.47,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1000013;1500189;1500190;1000032,1000846;1000200;1000201;1000202;1000203;1000204;1000771;1000738;1000180;1000741
1000046,1000033,45712.77,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1500160;1000033,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000125;1000681
1000046,1000034,86569.00,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1500163;1000034,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000156;1000687
1000046,1000035,57565.50,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1500160;1500148;1500183;1000048;1500184;1500166;1000035,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000125;1000126;1000127;1000727;1000728;1000152;1000693
1000046,1000036,72568.00,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1000036,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000699
1000046,1000037,47864.54,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1500198;1500208;1500229;1500232;1000037,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000210;1000211;1000212;1000213;1000825
1000046,1000038,44861.80,1000046;1500302;1500301;1500290;1500274;1500299;1500279;1500286;1500292;1500305;1500283;1500295;1500297;1000038,1000964;1000273;1000274;1000275;1000276;1000277;1000278;1000279;1000280;1000281;1000282;1000283;1000955
1000046,1000039,55716.32,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1500198;1500208;1500229;1500232;1000037;1500374;1500367;1500376;1000039,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000210;1000211;1000212;1000213;1000825;1001108;1000361;1000362;1001113
1000046,1000040,40711.85,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1000040,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000709
1000046,1000041,16854.94,1000046;1500243;1500241;1500219;1500201;1500238;1000041,1000846;1000200;1000201;1000202;1000203;1000837
1000046,1000042,71571.73,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1000025;1500088;1500093;1000050;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1500061;1000042,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000805;1000536;1000080;1000547;1000506;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000025;1000483
1000046,1000043,76572.78,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1000025;1500088;1500093;1000050;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1500061;1500064;1000043,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000805;1000536;1000080;1000547;1000506;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000025;1000026;1000489
1000046,1000044,5852.13,1000046;1500243;1500241;1000044,1000846;1000200;1000843
1000046,1000045,68570.67,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1000025;1500088;1500093;1000050;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1000045,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000805;1000536;1000080;1000547;1000506;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000495
1000046,1000047,11853.43,1000046;1500265;1500254;1500266;1000047,1000890;1000249;1000250;1000893
1000046,1000048,54714.71,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1500160;1500148;1500183;1000048,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000125;1000126;1000127;1000727
1000046,1000049,28706.75,1000046;1500243;1500241;1500219;1500201;1000008;1500097;1500098;1500110;1000049,1000846;1000200;1000201;1000202;1000763;1000554;1000104;1000105;1000581
1000046,1000050,34709.08,1000046;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1000025;1500088;1500093;1000050,1000846;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000805;1000536;1000080;1000547
1000047,1000001,42860.96,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1000001,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000745
1000047,1000002,59866.04,1000047;1500303;1500284;1500302;1500301;1500290;1500274;1500299;1500279;1500286;1500292;1500305;1500283;1500295;1500297;1500277;1500268;1000002,1000966;1000271;1000272;1000273;1000274;1000275;1000276;1000277;1000278;1000279;1000280;1000281;1000282;1000283;1000284;1000285;1000897
1000047,1000003,43861.95,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1000003,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000751
1000047,1000004,61867.07,1000047;1500303;1500284;1500302;1500301;1500290;1500274;1500299;1500279;1500286;1500292;1500305;1500283;1500295;1500297;1500277;1500268;1500270;1000004,1000966;1000271;1000272;1000273;1000274;1000275;1000276;1000277;1000278;1000279;1000280;1000281;1000282;1000283;1000284;1000285;1000286;1000901
1000047,1000005,105572.25,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1500163;1500126;1000005,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000156;1000157;1000613
1000047,1000006,51863.85,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1500198;1000006,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000210;1000757
1000047,1000007,66869.14,1000047;1500303;1500284;1500302;1500301;1500290;1500274;1500299;1500279;1500286;1500292;1500305;1500283;1500295;1500297;1500277;1500268;1500270;1500288;1500272;1000007,1000966;1000271;1000272;1000273;1000274;1000275;1000276;1000277;1000278;1000279;1000280;1000281;1000282;1000283;1000284;1000285;1000286;1000287;1000288;1000905
1000047,1000008,24856.19,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1000008,1000850;1000198;1000199;1000200;1000201;1000202;1000763
1000047,1000009,13853.92,1000047;1500330;1500322;1500310;1000009,1001020;1000292;1000293;1000981
1000047,1000010,30707.97,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1000008;1500097;1500098;1000010,1000850;1000198;1000199;1000200;1000201;1000202;1000763;1000554;1000104;1000557
1000047,1000011,57715.33,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1000025;1500088;1500093;1500085;1500089;1500090;1500081;1000011,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000805;1000536;1000080;1000081;1000082;1000083;1000084;1000523
1000047,1000012,76571.82,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1000025;1500088;1500093;1000050;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1000012,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000805;1000536;1000080;1000547;1000506;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000401
1000047,1000013,31858.07,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1000013,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000771
1000047,1000014,73718.76,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633
1000047,1000015,70870.17,1000047;1500303;1500284;1500302;1500301;1500290;1500274;1500299;1500279;1500286;1500292;1500305;1500283;1500295;1500297;1500277;1500268;1500270;1500288;1500272;1500281;1000015,1000966;1000271;1000272;1000273;1000274;1000275;1000276;1000277;1000278;1000279;1000280;1000281;1000282;1000283;1000284;1000285;1000286;1000287;1000288;1000289;1000923
1000047,1000016,53864.81,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1500198;1500208;1000016,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000210;1000211;1000777
1000047,1000017,61717.54,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1500198;1500208;1500229;1500232;1000037;1500374;1500367;1000017,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000210;1000211;1000212;1000213;1000825;1001108;1000361;1001095
1000047,1000018,42709.94,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1000008;1500097;1500098;1500110;1500102;1000018,1000850;1000198;1000199;1000200;1000201;1000202;1000763;1000554;1000104;1000105;1000106;1000565
1000047,1000019,52712.30,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1000025;1500088;1500093;1500085;1000019,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000805;1000536;1000080;1000081;1000531
1000047,1000020,6852.50,1000047;1500245;1500213;1000020,1000850;1000198;1000787
1000047,1000021,35859.02,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1000021,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000793
1000047,1000022,64868.11,1000047;1500303;1500284;1500302;1500301;1500290;1500274;1500299;1500279;1500286;1500292;1500305;1500283;1500295;1500297;1500277;1500268;1500270;1500288;1000022,1000966;1000271;1000272;1000273;1000274;1000275;1000276;1000277;1000278;1000279;1000280;1000281;1000282;1000283;1000284;1000285;1000286;1000287;1000937
1000047,1000023,20855.25,1000047;1500245;1500213;1500243;1500241;1500219;1000023,1000850;1000198;1000199;1000200;1000201;1000799
1000047,1000024,61715.94,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1500160;1500148;1000024,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000125;1000126;1000657
1000047,1000025,39859.97,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1000025,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000805
1000047,1000026,47862.90,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811
1000047,1000027,91576.01,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1000025;1500088;1500093;1000050;1500356;1500344;1500348;1500351;1500339;1500334;1500336;1500345;1500338;1500341;1500340;1500355;1500353;1500354;1500347;1000027,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000805;1000536;1000080;1000547;1001072;1000324;1000325;1000326;1000327;1000328;1000329;1000330;1000331;1000332;1000333;1000334;1000335;1000336;1000338;1001055
1000047,1000028,9852.82,1000047;1500266;1500259;1000028,1000892;1000251;1000879
1000047,1000029,53862.99,1000047;1500303;1500284;1500302;1500301;1500290;1500274;1500299;1500279;1500286;1500292;1500305;1500283;1500295;1000029,1000966;1000271;1000272;1000273;1000274;1000275;1000276;1000277;1000278;1000279;1000280;1000281;1000282;1000951
1000047,1000030,55865.80,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1500198;1500208;1500229;1000030,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000210;1000211;1000212;1000819
1000047,1000031,77569.23,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1000031,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000677
1000047,1000032,40709.67,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1000013;1500189;1500190;1000032,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000771;1000738;1000180;1000741
1000047,1000033,56714.97,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1500160;1000033,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000125;1000681
1000047,1000034,97571.20,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1500163;1000034,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000156;1000687
1000047,1000035,68567.70,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1500160;1500148;1500183;1000048;1500184;1500166;1000035,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000125;1000126;1000127;1000727;1000728;1000152;1000693
1000047,1000036,83570.19,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1000036,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000699
1000047,1000037,58866.74,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1500198;1500208;1500229;1500232;1000037,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000210;1000211;1000212;1000213;1000825
1000047,1000038,55864.00,1000047;1500303;1500284;1500302;1500301;1500290;1500274;1500299;1500279;1500286;1500292;1500305;1500283;1500295;1500297;1000038,1000966;1000271;1000272;1000273;1000274;1000275;1000276;1000277;1000278;1000279;1000280;1000281;1000282;1000283;1000955
1000047,1000039,66718.51,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1500198;1500208;1500229;1500232;1000037;1500374;1500367;1500376;1000039,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000210;1000211;1000212;1000213;1000825;1001108;1000361;1000362;1001113
1000047,1000040,51714.04,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1000040,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000709
1000047,1000041,27857.14,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1000041,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000837
1000047,1000042,82573.93,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1000025;1500088;1500093;1000050;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1500061;1000042,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000805;1000536;1000080;1000547;1000506;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000025;1000483
1000047,1000043,87574.97,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1000025;1500088;1500093;1000050;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1500061;1500064;1000043,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000805;1000536;1000080;1000547;1000506;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000025;1000026;1000489
1000047,1000044,16854.33,1000047;1500245;1500213;1500243;1500241;1000044,1000850;1000198;1000199;1000200;1000843
1000047,1000045,79572.87,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1000025;1500088;1500093;1000050;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1000045,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000805;1000536;1000080;1000547;1000506;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000495
1000047,1000046,11853.43,1000047;1500245;1500213;1500243;1000046,1000850;1000198;1000199;1000847
1000047,1000048,65716.91,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1500192;1500195;1500225;1000026;1500151;1500174;1500160;1500148;1500183;1000048,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000207;1000208;1000209;1000811;1000662;1000124;1000125;1000126;1000127;1000727
1000047,1000049,39708.95,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1000008;1500097;1500098;1500110;1000049,1000850;1000198;1000199;1000200;1000201;1000202;1000763;1000554;1000104;1000105;1000581
1000047,1000050,45711.27,1000047;1500245;1500213;1500243;1500241;1500219;1500201;1500238;1500205;1500216;1500222;1000025;1500088;1500093;1000050,1000850;1000198;1000199;1000200;1000201;1000202;1000203;1000204;1000205;1000206;1000805;1000536;1000080;1000547
1000048,1000001,23706.02,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363
1000048,1000002,42712.11,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1000002,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000369
1000048,1000003,22555.19,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1000026;1500346;1500335;1000003,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000437;1001052;1000321;1001031
1000048,1000004,44713.14,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1000004,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000381
1000048,1000005,39855.64,1000048;1500184;1500166;1500137;1500158;1500169;1500163;1500126;1000005,1000728;1000152;1000153;1000154;1000155;1000156;1000157;1000613
1000048,1000006,23555.09,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1000026;1500224;1500197;1000006,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000437;1000808;1000190;1000755
1000048,1000007,49715.20,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1000007,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000389
1000048,1000008,42412.06,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979
1000048,1000009,80419.79,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1500320;1500327;1500329;1500317;1500331;1500323;1500311;1000009,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000308;1000309;1000310;1000311;1000312;1000313;1000314;1000983
1000048,1000010,48263.84,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013;1500313;1500326;1500309;1000008;1500097;1500098;1000010,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863;1000986;1000306;1000307;1000979;1000554;1000104;1000557
1000048,1000011,40561.43,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1000029;1500089;1500090;1500081;1000011,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000443;1000538;1000083;1000084;1000523
1000048,1000012,58717.29,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1000012,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000013;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000401
1000048,1000013,34559.42,1000048;1500071;1500036;1500047;1000033;1500046;1500058;1500038;1500007;1500001;1000001;1500246;1500257;1500255;1500251;1000013,1000502;1000031;1000032;1000455;1000452;1000009;1000010;1000011;1000012;1000363;1000852;1000241;1000242;1000243;1000863
1000048,1000014,8701.42,1000048;1500184;1500166;1000035;1500165;1500136;1000014,1000728;1000152;1000693;1000690;1000129;1000633
